Co_Ref,Prospect_Renewal_Date,days_to_renewal,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Analysed_Call,Call_Year,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score
NO6152,2025-02-08,4.0,2025-02-04,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
LJ4194,2025-11-30,4.0,2025-11-26,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
PZ7112,2025-10-26,11.0,2025-10-15,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
OP5364,2025-11-01,12.0,2025-10-20,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
ND1468,2025-05-21,13.0,2025-05-08,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
CG7298,2025-10-08,14.0,2025-09-24,OUT_BOUND,Express,Yes,Yes,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
OE8373,2025-03-08,10.0,2025-02-26,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
PX1791,2025-03-08,11.0,2025-02-25,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
VA8359,2025-02-28,10.0,2025-02-18,OUT_BOUND,Standard,Yes,Yes,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
WB7115,2024-11-29,7.0,2024-11-22,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,85.0
NB1994,2025-09-01,6.0,2025-08-26,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
RE5573,2025-08-13,13.0,2025-07-31,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
UE1688,2025-12-05,10.0,2025-11-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
EF1100,2025-07-18,4.0,2025-07-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
UP9818,2025-12-12,3.0,2025-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
AM6004,2025-03-11,0.0,2025-03-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
QG6334,2025-07-04,9.0,2025-06-25,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
EL1723,2025-01-16,13.0,2025-01-03,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
AF4674,2025-03-13,8.0,2025-03-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
QF3676,2025-10-03,11.0,2025-09-22,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
MK5287,2025-01-27,4.0,2025-01-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
QP7278,2025-10-05,6.0,2025-09-29,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,Yes,False,False,No,Yes,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
XS1480,2025-12-16,5.0,2025-12-11,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
AV8198,2025-07-27,13.0,2025-07-14,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
PR1065,2025-12-19,3.0,2025-12-16,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,Yes,False,False,No,No,No,No,No,No,True,True,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
OF0295,2025-02-28,11.0,2025-02-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
IS6593,2025-09-23,5.0,2025-09-18,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,Yes,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
TO0644,2025-01-16,10.0,2025-01-06,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
AZ4797,2025-09-18,7.0,2025-09-11,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,Yes,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
UP2325,2025-10-27,12.0,2025-10-15,OUT_BOUND,Standard,Yes,Yes,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,80.0,90.0,85.0,85.0
PT2686,2025-06-21,10.0,2025-06-11,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
NG9115,2025-12-16,11.0,2025-12-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
SH3647,2025-11-03,6.0,2025-10-28,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,Yes,False,False,No,No,Yes,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
AA0994,2025-01-25,5.0,2025-01-20,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
VN4037,2025-11-11,12.0,2025-10-30,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
JO8329,2025-12-12,14.0,2025-11-28,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
WR3444,2025-03-24,3.0,2025-03-21,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,Yes,No,No,No,No,True,True,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
IV9171,2025-04-17,8.0,2025-04-09,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
SH3647,2025-11-03,3.0,2025-10-31,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
EG0438,2025-06-26,0.0,2025-06-26,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
CQ1889,2025-07-06,4.0,2025-07-02,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
ZP8359,2025-07-17,9.0,2025-07-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
DA6994,2025-06-27,4.0,2025-06-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
SL4324,2025-10-21,12.0,2025-10-09,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
OV7929,2025-03-21,0.0,2025-03-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
OK8688,2025-12-16,14.0,2025-12-02,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,Yes,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
SK7869,2025-11-26,8.0,2025-11-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
QD1201,2025-06-26,2.0,2025-06-24,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
WP3283,2025-12-12,7.0,2025-12-05,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
RF5406,2025-02-28,11.0,2025-02-17,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
DV4222,2025-10-23,9.0,2025-10-14,IN_BOUND,Express,Yes,Yes,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
WY9728,2025-10-30,6.0,2025-10-24,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
RN5446,2025-01-28,13.0,2025-01-15,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,60.0,90.0,80.0,80.0
MT7822,2025-06-07,5.0,2025-06-02,OUT_BOUND,Standard,Yes,Yes,No,No,No,No,Agent,Yes,False,False,Yes,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
AQ9112,2025-06-22,12.0,2025-06-10,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
QK1131,2024-11-29,9.0,2024-11-20,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
WR3444,2025-03-24,6.0,2025-03-18,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,90.0
UA8033,2025-01-25,4.0,2025-01-21,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,90.0
QL9277,2025-11-26,14.0,2025-11-12,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
OO7735,2025-08-19,13.0,2025-08-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
KL3147,2025-02-14,1.0,2025-02-13,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
HQ5882,2025-09-07,5.0,2025-09-02,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
BG6519,2025-06-26,8.0,2025-06-18,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,Yes,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
VA8229,2025-09-28,10.0,2025-09-18,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
OG0175,2024-11-17,12.0,2024-11-05,OUT_BOUND,Premier,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
EW2619,2025-12-19,8.0,2025-12-11,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
HF8161,2025-11-28,9.0,2025-11-19,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
XD8404,2025-03-11,1.0,2025-03-10,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
HO0145,2025-01-30,7.0,2025-01-23,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
JJ4313,2025-10-04,2.0,2025-10-02,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
OX9554,2025-12-22,14.0,2025-12-08,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
NH5148,2025-10-02,8.0,2025-09-24,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
LX2899,2025-10-29,7.0,2025-10-22,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
LV2823,2025-10-13,12.0,2025-10-01,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
UP5370,2024-10-22,0.0,2024-10-22,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
WO0266,2024-11-17,13.0,2024-11-04,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,85.0
ZG5799,2026-01-17,12.0,2026-01-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2026,Satisfied,80.0,90.0,90.0,85.0
QI1785,2025-09-08,0.0,2025-09-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
PD6337,2025-12-04,3.0,2025-12-01,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
HU2869,2025-06-17,1.0,2025-06-16,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
VD3828,2025-08-09,2.0,2025-08-07,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,True,False,False,False,1,2025,Satisfied,50.0,90.0,85.0,85.0
JV8297,2025-08-15,3.0,2025-08-12,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
BF7227,2025-10-16,10.0,2025-10-06,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
EH2307,2025-03-05,9.0,2025-02-24,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
BM2162,2025-01-11,3.0,2025-01-08,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
DB4303,2025-10-07,8.0,2025-09-29,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
ZM5950,2025-09-25,6.0,2025-09-19,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
KW1902,2025-04-16,0.0,2025-04-16,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
UD4730,2025-05-23,14.0,2025-05-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
QE6251,2025-06-23,14.0,2025-06-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
ZU9792,2025-01-22,14.0,2025-01-08,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
GY6238,2025-01-19,13.0,2025-01-06,OUT_BOUND,Premier,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
CP1343,2025-05-05,12.0,2025-04-23,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
UA7488,2025-09-08,12.0,2025-08-27,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
WA9405,2024-11-12,6.0,2024-11-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,90.0,90.0,85.0
QL8512,2025-03-23,12.0,2025-03-11,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
JK5110,2025-01-15,9.0,2025-01-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,85.0,85.0
VZ6897,2025-10-06,11.0,2025-09-25,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
PI5434,2025-09-24,7.0,2025-09-17,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
FY6735,2025-03-09,5.0,2025-03-04,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
KC3212,2026-01-09,3.0,2026-01-06,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2026,Satisfied,50.0,90.0,90.0,85.0
AN7937,2025-07-10,1.0,2025-07-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
TB0887,2025-01-19,13.0,2025-01-06,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
EE5108,2025-07-03,0.0,2025-07-03,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
XU5313,2025-08-18,3.0,2025-08-15,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,85.0,85.0
FM4918,2025-01-28,1.0,2025-01-27,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,90.0
DP6986,2024-10-30,7.0,2024-10-23,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
QY5063,2024-12-21,5.0,2024-12-16,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,Yes,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
SO0280,2025-07-20,13.0,2025-07-07,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
LG4957,2025-01-31,0.0,2025-01-31,OUT_BOUND,Standard,Yes,No,No,No,Yes,Yes,Agent,Yes,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,60.0,90.0,90.0,90.0
ET7740,2025-12-13,4.0,2025-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
FF7865,2025-04-15,1.0,2025-04-14,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
CO8456,2025-03-13,8.0,2025-03-05,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
XH2322,2025-08-11,14.0,2025-07-28,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
EF7524,2026-01-04,13.0,2025-12-22,OUT_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
ST8326,2025-09-09,8.0,2025-09-01,OUT_BOUND,Standard,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,85.0
VB0840,2025-03-06,2.0,2025-03-04,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,Yes,False,False,No,No,No,No,No,No,True,True,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,80.0
TQ2929,2025-01-09,3.0,2025-01-06,OUT_BOUND,Standard,Yes,No,No,No,No,No,Agent,Yes,False,False,No,Yes,No,No,No,No,True,True,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
WW6918,2025-02-12,6.0,2025-02-06,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
NK1882,2025-02-05,0.0,2025-02-05,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
AT0197,2024-11-06,6.0,2024-10-31,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
WX3700,2025-10-09,8.0,2025-10-01,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
DO4686,2025-12-20,11.0,2025-12-09,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
